1.0	1.0
1.0	0.97979796
1.0	0.959596
1.0	0.93939394
1.0	0.9191919
1.0	0.8989899
1.0	0.8787879
1.0	0.85858583
1.0	0.83838385
1.0	0.8181818
1.0	0.79797983
1.0	0.7777778
1.0	0.75757575
1.0	0.7373737
1.0	0.7171717
1.0	0.6969697
1.0	0.6767677
1.0	0.65656567
1.0	0.6363636
1.0	0.6161616
1.0	0.5959596
1.0	0.57575756
1.0	0.5555556
1.0	0.53535354
1.0	0.5151515
1.0	0.49494952
1.0	0.47474748
1.0	0.45454544
1.0	0.43434346
1.0	0.41414142
1.0	0.39393938
1.0	0.3737374
1.0	0.35353535
1.0	0.3333333
1.0	0.31313133
1.0	0.2929293
1.0	0.27272725
1.0	0.25252527
1.0	0.23232323
1.0	0.21212119
1.0	0.19191921
1.0	0.17171717
1.0	0.15151513
1.0	0.13131315
1.0	0.111111104
1.0	0.090909064
1.0	0.07070708
1.0	0.050505042
1.0	0.030303001
1.0	0.01010102
1.0	-0.010100961
1.0	-0.030303001
1.0	-0.050505042
1.0	-0.07070708
1.0	-0.09090912
1.0	-0.111111164
1.0	-0.13131309
1.0	-0.15151513
1.0	-0.17171717
1.0	-0.19191921
1.0	-0.21212125
1.0	-0.23232329
1.0	-0.2525252
1.0	-0.27272725
1.0	-0.2929293
1.0	-0.31313133
1.0	-0.33333337
1.0	-0.3535353
1.0	-0.37373734
1.0	-0.39393938
1.0	-0.41414142
1.0	-0.43434346
1.0	-0.4545455
1.0	-0.47474742
1.0	-0.49494946
1.0	-0.5151515
1.0	-0.53535354
1.0	-0.5555556
1.0	-0.5757576
1.0	-0.59595954
1.0	-0.6161616
1.0	-0.6363636
1.0	-0.65656567
1.0	-0.6767677
1.0	-0.69696975
1.0	-0.71717167
1.0	-0.7373737
1.0	-0.75757575
1.0	-0.7777778
1.0	-0.79797983
1.0	-0.8181819
1.0	-0.8383838
1.0	-0.85858583
1.0	-0.8787879
1.0	-0.8989899
1.0	-0.91919196
1.0	-0.939394
1.0	-0.9595959
1.0	-0.97979796
1.0	-1.0
